time="2018-07-24T14:21:54+05:30" level=info msg="Using In cluster config."
time="2018-07-24T14:21:54+05:30" level=info msg="unable to load in-cluster configuration, KUBERNETES_SERVICE_HOST and KUBERNETES_SERVICE_PORT must be defined"
time="2018-07-25T15:57:39+05:30" level=info msg="Start Position = 0\n"
time="2018-07-25T15:57:42+05:30" level=info msg="Start Position = 0\n"
time="2018-07-25T15:57:42+05:30" level=info msg="End Position = 0\n"
time="2018-07-25T15:57:42+05:30" level=info msg="Buffer Size = 2000\n"
time="2018-07-25T15:57:42+05:30" level=info msg="Uploading data"
time="2018-07-25T15:57:42+05:30" level=info msg="Read 0 from buffer\n"
time="2018-07-25T15:58:37+05:30" level=info msg="Data is posted successfully"
time="2018-07-25T15:58:37+05:30" level=info msg="Starting kubewatch controller"
time="2018-07-25T15:58:45+05:30" level=info msg="Start Position = 0\n"
time="2018-07-25T15:58:45+05:30" level=info msg="End Position = 0\n"
time="2018-07-25T15:58:45+05:30" level=info msg="Buffer Size = 2000\n"
time="2018-07-25T15:59:06+05:30" level=info msg="Start Position = 0\n"
time="2018-07-25T15:59:06+05:30" level=info msg="End Position = 0\n"
time="2018-07-25T15:59:06+05:30" level=info msg="Buffer Size = 2000\n"
time="2018-07-25T15:59:06+05:30" level=info msg="Uploading data"
time="2018-07-25T15:59:06+05:30" level=info msg="Read 0 from buffer\n"
time="2018-07-25T15:59:06+05:30" level=info msg="Starting kubewatch controller"
time="2018-07-25T15:59:06+05:30" level=info msg="Data is posted successfully"
time="2018-07-25T15:59:06+05:30" level=info msg="Start Position = 0\n"
time="2018-07-25T15:59:06+05:30" level=info msg="End Position = 0\n"
time="2018-07-25T15:59:06+05:30" level=info msg="Buffer Size = 2000\n"
time="2018-07-25T15:59:45+05:30" level=info msg="Start Position = 0\n"
time="2018-07-25T15:59:45+05:30" level=info msg="End Position = 0\n"
time="2018-07-25T15:59:45+05:30" level=info msg="Buffer Size = 2000\n"
time="2018-07-25T15:59:45+05:30" level=info msg="Starting kubewatch controller"
time="2018-07-25T15:59:45+05:30" level=info msg="Uploading data"
time="2018-07-25T15:59:45+05:30" level=info msg="Read 0 from buffer\n"
time="2018-07-25T15:59:45+05:30" level=info msg="Data is posted successfully"
time="2018-07-25T15:59:45+05:30" level=info msg="Start Position = 0\n"
time="2018-07-25T15:59:45+05:30" level=info msg="End Position = 0\n"
time="2018-07-25T15:59:45+05:30" level=info msg="Buffer Size = 2000\n"
time="2018-07-25T15:59:55+05:30" level=info msg="Start Position = 0\n"
time="2018-07-25T15:59:55+05:30" level=info msg="End Position = 0\n"
time="2018-07-25T15:59:55+05:30" level=info msg="Buffer Size = 2000\n"
time="2018-07-25T15:59:55+05:30" level=info msg="Uploading data"
time="2018-07-25T15:59:55+05:30" level=info msg="Read 0 from buffer\n"
time="2018-07-25T15:59:55+05:30" level=info msg="Data is posted successfully"
time="2018-07-25T15:59:55+05:30" level=info msg="Start Position = 0\n"
time="2018-07-25T15:59:55+05:30" level=info msg="End Position = 0\n"
time="2018-07-25T15:59:55+05:30" level=info msg="Buffer Size = 2000\n"
time="2018-07-26T10:41:27+05:30" level=info msg="Processing add to pod: jaeger/jaeger-agent-4lq7c"
time="2018-07-26T10:41:27+05:30" level=info msg="Processing add to pod: issue-detector/docker-issue-detector-rdhqh"
time="2018-07-26T10:41:27+05:30" level=info msg="Processing add to pod: jaeger/jaeger-agent-2qszz"
time="2018-07-26T10:41:27+05:30" level=info msg="Processing add to pod: diploma/consul-0"
time="2018-07-26T10:41:27+05:30" level=info msg="Processing add to pod: jenkins-deploy-symphony-selfserve-32-akracheva/heimdall-f5f5d74c5-llgfz"
time="2018-07-26T10:41:27+05:30" level=info msg="Processing add to pod: kmcdonough/symphony-2749-74559fdc9c-rhcsg"
time="2018-07-26T10:41:27+05:30" level=info msg="Processing add to pod: abx-callback/postgres-latest-869567f89b-dntbp"
time="2018-07-26T10:41:27+05:30" level=info msg="Processing add to pod: ssinghvi-test-lemans/lemans-gateway-76db86b977-kpfr2"
time="2018-07-26T10:41:27+05:30" level=info msg="Processing add to pod: jenkins-deploy-symphony-selfserve-29-tgeorgiev/cerebro-68-1"
time="2018-07-26T10:41:27+05:30" level=info msg="Processing add to pod: jaeger/jaeger-agent-bg7sv"
time="2018-07-26T10:41:27+05:30" level=info msg="Processing add to pod: jenkins-deploy-symphony-selfserve-25-hstancheva/symphony-ui-5dfc74797-qnj55"
time="2018-07-26T10:41:27+05:30" level=info msg="Processing add to pod: jenkins-deploy-symphony-selfserve-31-akambivelu/sym-inventory-service-190-54c9f59f96-k4njv"
time="2018-07-26T10:41:27+05:30" level=info msg="Processing add to pod: istio-system/istio-mixer-post-install-1.0-27dsr"
time="2018-07-26T10:41:27+05:30" level=info msg="Processing add to pod: wf-monitoring/wf-telegraf-daemonset-4wt8b"
time="2018-07-26T10:41:27+05:30" level=info msg="Processing add to pod: abx-inventory-it/event-broker-promoted-dev-5f6d4df584-zbz9l"
time="2018-07-26T10:41:27+05:30" level=info msg="Processing add to pod: jaeger/jaeger-agent-rsvpr"
time="2018-07-26T10:41:27+05:30" level=info msg="Processing add to pod: tgjul24-4/provisioning-ui-b5764bf96-vl29w"
time="2018-07-26T10:41:27+05:30" level=info msg="Processing add to pod: kube-system/kube-proxy-ip-172-20-50-175.us-west-1.compute.internal"
time="2018-07-26T10:41:27+05:30" level=info msg="Processing add to pod: junweili/tapestry-service-junweili-75b49447db-7mkxf"
time="2018-07-26T10:41:27+05:30" level=info msg="Processing add to pod: jenkins-deploy-symphony-selfserve-31-akambivelu/sym-inventory-service-190-54c9f59f96-8qxm9"
time="2018-07-26T10:41:27+05:30" level=info msg="Processing add to pod: ssinghvi-test-lemans/lemans-resources-473-1"
time="2018-07-26T10:41:27+05:30" level=info msg="Processing add to pod: jaeger/jaeger-agent-7l928"
time="2018-07-26T10:41:27+05:30" level=info msg="Processing add to pod: kube-system/kube-proxy-ip-172-20-35-79.us-west-1.compute.internal"
time="2018-07-26T10:41:27+05:30" level=info msg="Processing add to pod: kube-system/kube-proxy-ip-172-20-46-188.us-west-1.compute.internal"
time="2018-07-26T10:41:27+05:30" level=info msg="Processing add to pod: blue-demo/lemans-gateway-7c89998cf4-d2jds"
time="2018-07-26T10:41:27+05:30" level=info msg="Processing add to pod: jenkins-self-service-deployment-kops-72/sym-inventory-service-190-58784fb66d-kjh6j"
time="2018-07-26T10:41:27+05:30" level=info msg="Processing add to pod: abx-callback/ops-zk-0"
time="2018-07-26T10:41:27+05:30" level=info msg="Processing add to pod: kube-system/li-agent-jdnk5"
time="2018-07-26T10:41:27+05:30" level=info msg="Processing add to pod: issue-detector/docker-issue-detector-q568f"
time="2018-07-26T10:41:27+05:30" level=info msg="Processing add to pod: jenkins-deploy-symphony-selfserve-28-krastevap/symphony-2749-c4f796b9c-p89ww"
time="2018-07-26T10:41:27+05:30" level=info msg="Processing add to pod: kube-system/etcd-server-events-ip-172-20-33-216.us-west-1.compute.internal"
time="2018-07-26T10:41:27+05:30" level=info msg="Processing add to pod: jenkins-deploy-symphony-selfserve-31-akambivelu/tapestry-service-643-5798cf645d-c9qsr"
time="2018-07-26T10:41:27+05:30" level=info msg="Processing add to pod: jenkins-self-service-deployment-kops-72/sym-inventory-service-190-58784fb66d-vlfv6"
time="2018-07-26T10:41:27+05:30" level=info msg="Processing add to pod: abx-callback/sym-inventory-service-190-68d4fc6ddc-55qxw"
time="2018-07-26T10:41:27+05:30" level=info msg="Processing add to pod: abx-inventory-it/sym-inventory-service-190-5fb58bf78d-wtmc8"
time="2018-07-26T10:41:27+05:30" level=info msg="Processing add to pod: blue-demo/heimdall-data-2"
time="2018-07-26T10:41:27+05:30" level=info msg="Processing add to pod: ssinghvi-lemans-postgres/postgres-latest-0"
time="2018-07-26T10:41:27+05:30" level=info msg="Processing add to pod: jenkins-deploy-symphony-selfserve-25-hstancheva/sym-inventory-service-190-699798b587-rclwg"
time="2018-07-26T10:41:27+05:30" level=info msg="Processing add to pod: junweili/symphony-2757-759b4987f4-ktfj4"
time="2018-07-26T10:41:27+05:30" level=info msg="Processing add to pod: diploma/vault-6c596854cc-87x8b"
time="2018-07-26T10:41:27+05:30" level=info msg="Processing add to pod: kmcdonough/cerebro-63-2"
time="2018-07-26T10:41:27+05:30" level=info msg="Processing add to pod: kmcdonough/cerebro-63-1"
time="2018-07-26T10:41:27+05:30" level=info msg="Processing add to pod: junweili/blueprint-ui-c4cd648f5-4fj96"
time="2018-07-26T10:41:27+05:30" level=info msg="Processing add to pod: test-pgeetha/reviews-v1-86d8867b57-fdmgq"
time="2018-07-26T10:41:27+05:30" level=info msg="Processing add to pod: abx-callback/csp-0"
time="2018-07-26T10:41:27+05:30" level=info msg="Processing add to pod: junweili/automation-ui-6547b785b-s2k2x"
time="2018-07-26T10:41:27+05:30" level=info msg="Processing add to pod: jaeger/jaeger-agent-w8kwd"
time="2018-07-26T10:41:27+05:30" level=info msg="Processing add to pod: default/kuber-controller-7b554d5bf6-hg7wp"
time="2018-07-26T10:41:27+05:30" level=info msg="Processing add to pod: shij-test2/provisioning-ui-5fb8546c68-jvg4q"
time="2018-07-26T10:41:27+05:30" level=info msg="Processing add to pod: jenkins-self-service-deployment-kops-72/heimdall-data-1"
time="2018-07-26T10:41:27+05:30" level=info msg="Processing add to pod: kmcdonough/postgres-latest-0"
time="2018-07-26T10:41:27+05:30" level=info msg="Processing add to pod: issue-detector/docker-issue-detector-hmbwp"
time="2018-07-26T10:41:27+05:30" level=info msg="Processing add to pod: diploma/vault-6c596854cc-7lnwx"
time="2018-07-26T10:41:27+05:30" level=info msg="Processing add to pod: issue-detector/docker-issue-detector-gb8kv"
time="2018-07-26T10:41:27+05:30" level=info msg="Processing add to pod: cerebro-discovery/heimdall-data-0"
time="2018-07-26T10:41:27+05:30" level=info msg="Processing add to pod: jenkins-self-service-deployment-kops-72/heimdall-data-0"
time="2018-07-26T10:41:27+05:30" level=info msg="Processing add to pod: qz-cgs-0/postgres-latest-0"
time="2018-07-26T10:41:27+05:30" level=info msg="Processing add to pod: abx-inventory-it/extensibility-ui-86599f455d-tww4c"
time="2018-07-26T10:41:27+05:30" level=info msg="Processing add to pod: issue-detector/docker-issue-detector-sdfnr"
time="2018-07-26T10:41:27+05:30" level=info msg="Processing add to pod: kube-system/li-agent-trnf6"
time="2018-07-26T10:41:27+05:30" level=info msg="Processing add to pod: sirao-test/cerebro-63-2"
time="2018-07-26T10:41:27+05:30" level=info msg="Processing add to pod: kube-system/kube-scheduler-ip-172-20-51-236.us-west-1.compute.internal"
time="2018-07-26T10:41:27+05:30" level=info msg="Processing add to pod: be-85/tango-vro-gateway-promoted-dev-58d659968f-p6jrm"
time="2018-07-26T10:41:27+05:30" level=info msg="Processing add to pod: kube-system/li-agent-24mnr"
time="2018-07-26T10:41:27+05:30" level=info msg="Processing add to pod: abx-callback/sym-inventory-service-190-68d4fc6ddc-mjv26"
time="2018-07-26T10:41:27+05:30" level=info msg="Processing add to pod: issue-detector/docker-issue-detector-xz4qn"
time="2018-07-26T10:41:27+05:30" level=info msg="Processing add to pod: pipelineui/pipeline-ui-58979bdfcc-4z9v4"
time="2018-07-26T10:41:27+05:30" level=info msg="Processing add to pod: junweili/symphony-ui-8b4b765db-nj7bl"
time="2018-07-26T10:41:27+05:30" level=info msg="Processing add to pod: kube-system/kube-proxy-ip-172-20-44-88.us-west-1.compute.internal"
time="2018-07-26T10:41:27+05:30" level=info msg="Processing add to pod: issue-detector/docker-issue-detector-h87qw"
time="2018-07-26T10:41:27+05:30" level=info msg="Processing add to pod: jenkins-deploy-symphony-selfserve-25-hstancheva/symphony-2749-b477d6ff8-wdtw7"
time="2018-07-26T10:41:27+05:30" level=info msg="Processing add to pod: kube-system/li-agent-9lr49"
time="2018-07-26T10:41:27+05:30" level=info msg="Processing add to pod: jenkins-deploy-symphony-selfserve-25-hstancheva/automation-service-deployment-138-5984ffcbd-xpfdw"
time="2018-07-26T10:41:27+05:30" level=info msg="Processing add to pod: blue-demo/ccs-command-channel-server-deployment-1-2-212-6b598d4cb-v5jzx"
time="2018-07-26T10:41:27+05:30" level=info msg="Processing add to pod: junweili/consumer-service-463-f86966c44-b2lvj"
time="2018-07-26T10:41:27+05:30" level=info msg="Processing add to pod: buma/heimdall-data-0"
time="2018-07-26T10:41:27+05:30" level=info msg="Processing add to pod: wf-monitoring/wf-telegraf-daemonset-ljx4x"
time="2018-07-26T10:41:27+05:30" level=info msg="Processing add to pod: kube-system/li-agent-bjm7w"
time="2018-07-26T10:41:27+05:30" level=info msg="Processing add to pod: kube-system/li-agent-bpns6"
time="2018-07-26T10:41:27+05:30" level=info msg="Processing add to pod: junweili/tapestry-service-junweili-75b49447db-8dxhn"
time="2018-07-26T10:41:27+05:30" level=info msg="Processing add to pod: blue-demo/sym-inventory-service-190-54d57949fc-5lxvl"
time="2018-07-26T10:41:27+05:30" level=info msg="Processing add to pod: wf-monitoring/wf-telegraf-daemonset-mfkmq"
time="2018-07-26T10:41:27+05:30" level=info msg="Processing add to pod: shij-test2/consumer-service-shij-test-backup-25-bd96f8db-jwkxr"
time="2018-07-26T10:41:27+05:30" level=info msg="Processing add to pod: wf-monitoring/wf-telegraf-daemonset-qx7x2"
time="2018-07-26T10:41:27+05:30" level=info msg="Processing add to pod: jenkins-deploy-symphony-selfserve-25-hstancheva/consumer-service-463-7c6857d8f-68bws"
time="2018-07-26T10:41:27+05:30" level=info msg="Processing add to pod: jenkins-deploy-symphony-selfserve-28-krastevap/automation-ui-596c9f86df-tddxx"
time="2018-07-26T10:41:27+05:30" level=info msg="Processing add to pod: kube-system/kube-proxy-ip-172-20-48-23.us-west-1.compute.internal"
time="2018-07-26T10:41:27+05:30" level=info msg="Processing add to pod: jenkins-deploy-symphony-selfserve-31-akambivelu/symphony-2757-5464c4f749-hhmh5"
time="2018-07-26T10:41:27+05:30" level=info msg="Processing add to pod: qz-sym-0/sym-inventory-service-190-56f848d8cd-v8kgr"
time="2018-07-26T10:41:27+05:30" level=info msg="Processing add to pod: kmcdonough/automation-service-deployment-141-67f779cf95-pr9sn"
time="2018-07-26T10:41:27+05:30" level=info msg="Processing add to pod: kube-system/kube-proxy-ip-172-20-55-226.us-west-1.compute.internal"
time="2018-07-26T10:41:27+05:30" level=info msg="Processing add to pod: issue-detector/docker-issue-detector-lmb4c"
time="2018-07-26T10:41:27+05:30" level=info msg="Processing add to pod: kmcdonough/csp-0"
time="2018-07-26T10:41:27+05:30" level=info msg="Processing add to pod: strivedi-test-1/cerebro-63-0"
time="2018-07-26T10:41:27+05:30" level=info msg="Processing add to pod: shij-test2/blueprint-ui-679967874-t58wt"
time="2018-07-26T10:41:27+05:30" level=info msg="Processing add to pod: istio-system/servicegraph-7bb7cc5798-44gk8"
time="2018-07-26T10:41:27+05:30" level=info msg="Processing add to pod: abx-callback/heimdall-787b4c7d56-6lmzj"
time="2018-07-26T10:41:27+05:30" level=info msg="Processing add to pod: pyarlagadda-dev/heimdall-data-2"
time="2018-07-26T10:41:27+05:30" level=info msg="Processing add to pod: buma/heimdall-77854896d-kj6vm"
time="2018-07-26T10:41:27+05:30" level=info msg="Processing add to pod: kube-system/kube-proxy-ip-172-20-62-135.us-west-1.compute.internal"
time="2018-07-26T10:41:27+05:30" level=info msg="Processing add to pod: pyarlagadda-dev/csp-0"
time="2018-07-26T10:41:27+05:30" level=info msg="Processing add to pod: tarakesh-test/lemans-resources-465-1"
time="2018-07-26T10:41:27+05:30" level=info msg="Processing add to pod: abx-callback/cerebro-63-2"
time="2018-07-26T10:41:27+05:30" level=info msg="Processing add to pod: issue-detector/docker-issue-detector-blwcb"
time="2018-07-26T10:41:27+05:30" level=info msg="Processing add to pod: buma/legato-service-84dcfb979d-vzmc2"
time="2018-07-26T10:41:27+05:30" level=info msg="Processing add to pod: blue-demo/deployment-ui-79c44cbff6-j2mpj"
time="2018-07-26T10:41:27+05:30" level=info msg="Processing add to pod: istio-system/istio-tracing-5fbd79cc-6hjpr"
time="2018-07-26T10:41:27+05:30" level=info msg="Processing add to pod: jenkins-deploy-symphony-selfserve-32-akracheva/provisioning-service-promoted-dev-7c945f75f8-s8s6t"
time="2018-07-26T10:41:27+05:30" level=info msg="Processing add to pod: junweili/provisioning-ui-7fb9c7d9d6-4hdzb"
time="2018-07-26T10:41:27+05:30" level=info msg="Processing add to pod: cerebro-discovery/heimdall-c4ccc7f84-mspvb"
time="2018-07-26T10:41:27+05:30" level=info msg="Processing add to pod: jenkins-deploy-symphony-selfserve-31-akambivelu/symphony-ui-857967d5cf-7hzkm"
time="2018-07-26T10:41:27+05:30" level=info msg="Processing add to pod: strivedi-test-1/cerebro-63-1"
time="2018-07-26T10:41:27+05:30" level=info msg="Processing add to pod: ssinghvi-lemans-postgres/lemans-resources-swati-test-postgres1-1"
time="2018-07-26T10:41:27+05:30" level=info msg="Processing add to pod: jenkins-deploy-symphony-selfserve-28-krastevap/blueprint-ui-6795bd6479-srrm2"
time="2018-07-26T10:41:27+05:30" level=info msg="Processing add to pod: jenkins-deploy-symphony-selfserve-28-krastevap/symphony-ui-6d6d676f9c-hfc85"
time="2018-07-26T10:41:27+05:30" level=info msg="Processing add to pod: tgjul24-4/sym-inventory-service-190-67997c4dc6-2v5q2"
time="2018-07-26T10:41:27+05:30" level=info msg="Processing add to pod: jenkins-deploy-symphony-selfserve-29-tgeorgiev/deployment-ui-64c5f9548f-78k28"
time="2018-07-26T10:41:27+05:30" level=info msg="Processing add to pod: kube-system/kubernetes-dashboard-5bd6f767c7-ljjzs"
time="2018-07-26T10:41:27+05:30" level=info msg="Processing add to pod: sirao-test/cerebro-63-1"
time="2018-07-26T10:41:27+05:30" level=info msg="Processing add to pod: tarakesh-test/lemans-resources-465-0"
time="2018-07-26T10:41:27+05:30" level=info msg="Processing add to pod: istio-system/prometheus-7b6f8b9996-qcknc"
time="2018-07-26T10:41:27+05:30" level=info msg="Processing add to pod: wf-monitoring/wf-telegraf-daemonset-fvsfx"
time="2018-07-26T10:41:27+05:30" level=info msg="Processing add to pod: shij-test2/automation-ui-77bc67f997-hxdhn"
time="2018-07-26T10:41:27+05:30" level=info msg="Processing add to pod: kube-system/monitoring-grafana-0"
time="2018-07-26T10:41:27+05:30" level=info msg="Processing add to pod: qz-cgs-0/cgs-service-66f9784f6f-jd7nw"
time="2018-07-26T10:41:27+05:30" level=info msg="Processing add to pod: blue-demo/symphony-2749-5d964b4bf4-c7p7k"
time="2018-07-26T10:41:27+05:30" level=info msg="Processing add to pod: kube-system/kube-proxy-ip-172-20-42-179.us-west-1.compute.internal"
time="2018-07-26T10:41:27+05:30" level=info msg="Processing add to pod: kube-system/kube-dns-756bfc7fdf-dgkgp"
time="2018-07-26T10:41:27+05:30" level=info msg="Processing add to pod: blue-demo/vrbc-cost-analysis-deployment-1-1-1123-78dc4c6bf5-8qrr7"
time="2018-07-26T10:41:27+05:30" level=info msg="Processing add to pod: jenkins-deploy-symphony-selfserve-28-krastevap/heimdall-data-0"
time="2018-07-26T10:41:27+05:30" level=info msg="Processing add to pod: kube-system/li-agent-27k2z"
time="2018-07-26T10:41:27+05:30" level=info msg="Processing add to pod: kube-system/li-agent-hxnfw"
time="2018-07-26T10:41:27+05:30" level=info msg="Processing add to pod: wf-monitoring/wf-proxy-sym-new-dev-3-wf-monitoring-2"
time="2018-07-26T10:41:27+05:30" level=info msg="Processing add to pod: jenkins-deploy-symphony-selfserve-32-akracheva/tapestry-service-643-797856845f-8b4gk"
time="2018-07-26T10:41:27+05:30" level=info msg="Processing add to pod: jenkins-deploy-symphony-selfserve-28-krastevap/provisioning-ui-f65986974-mqjzr"
time="2018-07-26T10:41:27+05:30" level=info msg="Processing add to pod: kube-system/kube-proxy-ip-172-20-48-221.us-west-1.compute.internal"
time="2018-07-26T10:41:27+05:30" level=info msg="Processing add to pod: wf-monitoring/wf-telegraf-daemonset-zr6wr"
time="2018-07-26T10:41:27+05:30" level=info msg="Processing add to pod: wf-monitoring/wf-telegraf-daemonset-hd9xq"
time="2018-07-26T10:41:27+05:30" level=info msg="Processing add to pod: blue-demo/automation-ui-5bb56fdbd7-5dw5d"
time="2018-07-26T10:41:27+05:30" level=info msg="Processing add to pod: kube-system/heapster-5f495fbfc7-rgg97"
time="2018-07-26T10:41:27+05:30" level=info msg="Processing add to pod: kube-system/li-agent-qgbd4"
time="2018-07-26T10:41:27+05:30" level=info msg="Processing add to pod: sirao-test/sym-inventory-service-190-5c4cfd4947-lxpbw"
time="2018-07-26T10:41:27+05:30" level=info msg="Processing add to pod: kube-system/kube-proxy-ip-172-20-52-169.us-west-1.compute.internal"
time="2018-07-26T10:41:27+05:30" level=info msg="Processing add to pod: kube-system/kube-proxy-ip-172-20-58-107.us-west-1.compute.internal"
time="2018-07-26T10:41:27+05:30" level=info msg="Processing add to pod: kube-system/li-agent-8bfcv"
time="2018-07-26T10:41:27+05:30" level=info msg="Processing add to pod: be-85/lemans-gateway-79fc7d576c-ngf2d"
time="2018-07-26T10:41:27+05:30" level=info msg="Processing add to pod: jenkins-deploy-symphony-selfserve-25-hstancheva/deployment-ui-5d45f7bfcf-nqwvw"
time="2018-07-26T10:41:27+05:30" level=info msg="Processing add to pod: tgjul24-4/provisioning-service-promoted-dev-9f8785b5b-j2mnm"
time="2018-07-26T10:41:27+05:30" level=info msg="Processing add to pod: jenkins-self-service-deployment-kops-72/symphony-2749-59fb949bd6-kzmxn"
time="2018-07-26T10:41:27+05:30" level=info msg="Processing add to pod: kube-system/li-agent-7cslb"
time="2018-07-26T10:41:27+05:30" level=info msg="Processing add to pod: kube-system/li-agent-wj6jj"
time="2018-07-26T10:41:27+05:30" level=info msg="Processing add to pod: kube-system/li-agent-wnqkc"
time="2018-07-26T10:41:27+05:30" level=info msg="Processing add to pod: shij-test2/symphony-2762-7fc6bcdf95-4p675"
time="2018-07-26T10:41:27+05:30" level=info msg="Processing add to pod: blue-demo/provisioning-ui-7f77dbf488-nkc5j"
time="2018-07-26T10:41:27+05:30" level=info msg="Processing add to pod: issue-detector/docker-issue-detector-6d88f"
time="2018-07-26T10:41:27+05:30" level=info msg="Processing add to pod: abx-inventory-it/sym-inventory-service-190-5fb58bf78d-dhr4q"
time="2018-07-26T10:41:27+05:30" level=info msg="Processing add to pod: pyarlagadda-dev/automation-ui-6877df7b95-kjb76"
time="2018-07-26T10:41:27+05:30" level=info msg="Processing add to pod: istio-system/istio-egressgateway-7589cdb9-5xncd"
time="2018-07-26T10:41:27+05:30" level=info msg="Processing add to pod: jenkins-deploy-symphony-selfserve-29-tgeorgiev/heimdall-data-2"
time="2018-07-26T10:41:27+05:30" level=info msg="Processing add to pod: shij-test2/automation-service-deployment-142-6975c59f9d-b62wk"
time="2018-07-26T10:41:27+05:30" level=info msg="Processing add to pod: jaeger/jaeger-agent-h755j"
time="2018-07-26T10:41:27+05:30" level=info msg="Processing add to pod: istio-system/istio-pilot-59dbdff4cd-hlgq4"
time="2018-07-26T10:41:27+05:30" level=info msg="Processing add to pod: jenkins-deploy-symphony-selfserve-29-tgeorgiev/sym-inventory-service-190-57676cc7b-h2wpq"
time="2018-07-26T10:41:27+05:30" level=info msg="Processing add to pod: blue-demo/cerebro-63-1"
time="2018-07-26T10:41:27+05:30" level=info msg="Processing add to pod: pyarlagadda-dev/heimdall-78547677f5-t2vr7"
time="2018-07-26T10:41:27+05:30" level=info msg="Processing add to pod: kmcdonough/symphony-ui-769d68fd9c-bldqr"
time="2018-07-26T10:41:27+05:30" level=info msg="Processing add to pod: tgjul24-4/symphony-ui-7c745c9f44-56ktj"
time="2018-07-26T10:41:27+05:30" level=info msg="Processing add to pod: shij-test2/cerebro-70-0"
time="2018-07-26T10:41:27+05:30" level=info msg="Processing add to pod: jaeger/jaeger-agent-9nqtt"
time="2018-07-26T10:41:27+05:30" level=info msg="Processing add to pod: be-85/provisioning-service-promoted-dev-769f7bd858-w27kf"
time="2018-07-26T10:41:27+05:30" level=info msg="Processing add to pod: issue-detector/docker-issue-detector-zsmfx"
time="2018-07-26T10:41:27+05:30" level=info msg="Processing add to pod: kube-system/li-agent-mxfxs"
time="2018-07-26T10:41:27+05:30" level=info msg="Processing add to pod: jenkins-deploy-symphony-selfserve-29-tgeorgiev/csp-0"
time="2018-07-26T10:41:27+05:30" level=info msg="Processing add to pod: kube-system/li-agent-7xb9r"
time="2018-07-26T10:41:27+05:30" level=info msg="Processing add to pod: abx-callback/abx-service-promoted-dev-55b767444b-n49qx"
time="2018-07-26T10:41:27+05:30" level=info msg="Processing add to pod: qz-sym-0/csp-0"
time="2018-07-26T10:41:27+05:30" level=info msg="Processing add to pod: jenkins-deploy-symphony-selfserve-29-tgeorgiev/consumer-service-463-d9cf4f996-ttqfg"
time="2018-07-26T10:41:27+05:30" level=info msg="Processing add to pod: jenkins-self-service-deployment-kops-72/heimdall-55899565bb-jwtf4"
time="2018-07-26T10:41:27+05:30" level=info msg="Processing add to pod: blue-demo/symphony-2749-5d964b4bf4-9lbv2"
time="2018-07-26T10:41:27+05:30" level=info msg="Processing add to pod: jenkins-self-service-deployment-kops-72/symphony-2749-59fb949bd6-rb8xz"
time="2018-07-26T10:41:27+05:30" level=info msg="Processing add to pod: wf-monitoring/wf-telegraf-daemonset-xt6ww"
time="2018-07-26T10:41:27+05:30" level=info msg="Processing add to pod: sirao-test/heimdall-data-2"
time="2018-07-26T10:41:27+05:30" level=info msg="Processing add to pod: be-85/lemans-gateway-79fc7d576c-s5d8j"
time="2018-07-26T10:41:27+05:30" level=info msg="Processing add to pod: ssinghvi-lemans-postgres/lemans-gateway-b97d45899-42vn5"
time="2018-07-26T10:41:27+05:30" level=info msg="Processing add to pod: jenkins-deploy-symphony-selfserve-31-akambivelu/heimdall-data-1"
time="2018-07-26T10:41:27+05:30" level=info msg="Processing add to pod: jenkins-deploy-symphony-selfserve-28-krastevap/automation-service-deployment-138-74dbb47cb5-86l24"
time="2018-07-26T10:41:27+05:30" level=info msg="Processing add to pod: kube-system/li-agent-7t95q"
time="2018-07-26T10:41:27+05:30" level=info msg="Processing add to pod: qz-sym-0/heimdall-data-2"
time="2018-07-26T10:41:27+05:30" level=info msg="Processing add to pod: qz-sym-0/symphony-qz-0-845b995864-9v69v"
time="2018-07-26T10:41:27+05:30" level=info msg="Processing add to pod: kube-system/kube-proxy-ip-172-20-42-17.us-west-1.compute.internal"
time="2018-07-26T10:41:27+05:30" level=info msg="Processing add to pod: jenkins-self-service-deployment-kops-72/csp-0"
time="2018-07-26T10:41:27+05:30" level=info msg="Processing add to pod: junweili/cerebro-68-2"
time="2018-07-26T10:41:27+05:30" level=info msg="Processing add to pod: qz-sym-0/cerebro-63-1"
time="2018-07-26T10:41:27+05:30" level=info msg="Processing add to pod: issue-detector/docker-issue-detector-2mswz"
time="2018-07-26T10:41:27+05:30" level=info msg="Processing add to pod: jenkins-deploy-symphony-selfserve-31-akambivelu/automation-ui-c5bfff979-dc62p"
time="2018-07-26T10:41:27+05:30" level=info msg="Processing add to pod: apundlik/heimdall-data-0"
time="2018-07-26T10:41:27+05:30" level=info msg="Processing add to pod: jaeger/jaeger-agent-vjkhx"
time="2018-07-26T10:41:27+05:30" level=info msg="Processing add to pod: kube-system/li-agent-cvs5x"
time="2018-07-26T10:41:27+05:30" level=info msg="Processing add to pod: jenkins-deploy-symphony-selfserve-32-akracheva/sym-inventory-service-190-84cd88889-cv6gp"
time="2018-07-26T10:41:27+05:30" level=info msg="Processing add to pod: jenkins-deploy-symphony-selfserve-29-tgeorgiev/heimdall-6999d89d46-6v7lk"
time="2018-07-26T10:41:27+05:30" level=info msg="Processing add to pod: kube-system/kube-proxy-ip-172-20-32-187.us-west-1.compute.internal"
